0.94 36
0.83 12
0.86 29
0.94 16
0.84 37
0.83 41
0.81 57
0.92 52
1.00 10
0.86 22
1.00 8
0.90 30
0.79 24
0.86 14
0.67 30
0.82 11
0.77 26
0.76 29
0.65 23
0.70 23
0.70 20
0.81 21
0.81 26
0.71 35
0.76 34
0.88 25
0.69 13
0.72 32
0.91 11
0.90 30
0.74 39
0.90 21
0.82 34
0.69 13
0.78 9
0.88 34
0.85 27
0.87 23
1.00 3
0.94 16
0.73 11
0.75 16
0.87 39
1.00 4
0.74 27
0.72 18
0.70 10
0.67 6
0.88 26
0.83 6
0.90 30
0.83 52
1.00 4
0.80 10
0.95 19
0.88 16
0.85 13
0.82 44
0.89 27
0.92 24
0.96 28
0.96 27
0.81 26
0.89 27
0.89 18
0.88 33
0.85 33
0.92 25
0.94 33
0.88 17
0.92 13
0.73 11
0.81 21
0.82 11
0.70 27
0.77 13
0.95 21
0.88 24
0.79 48
0.85 13
0.82 34
0.87 45
0.89 19
0.77 31
0.57 7
0.81 32
0.96 26
0.78 27
0.88 17
0.82 28
0.75 16
0.78 18
0.91 11
0.92 37
0.83 29
0.73 22
0.95 20
0.91 11
0.90 20
0.81 16
0.89 9
0.85 20
0.74 35
0.70 40
1.00 24
0.93 14
1.00 27
0.82 28
0.84 19
0.67 24
0.88 17
0.76 17
0.70 20
0.92 13
0.71 31
0.89 27
0.71 7
0.57 7
0.83 18
0.61 18
0.61 18
0.81 16
0.67 3
1.00 3
0.79 19
0.92 13
0.88 17
0.87 39
0.93 30
0.92 13
0.71 49
0.75 20
0.93 15
0.95 22
0.80 15
0.80 25
0.60 5
0.78 9
0.88 17
0.89 18
0.81 16
0.74 23
0.76 17
0.74 38
0.86 7
0.95 21
0.95 22
1.00 6
0.86 22
0.87 15
0.87 15
0.78 27
1.00 9
0.78 9
0.80 10
0.82 11
1.00 20
0.79 29
0.90 30
0.86 50
0.85 20
0.85 39
0.86 28
0.72 25
0.83 29
0.89 27
0.87 23
0.85 34
0.86 14
0.87 15
0.76 29
0.81 27
0.97 32
0.88 24
0.95 22
0.84 31
0.86 22
0.84 19
0.90 21
0.82 33
0.78 18
0.94 35
0.86 21
0.81 21
0.84 19
1.00 20
0.90 30
0.81 21
0.92 25
1.00 12
0.88 16
0.91 23
0.73 15
0.91 22
0.83 23
0.75 28
0.93 42
0.74 27
0.78 23
0.80 5
0.76 33
0.73 22
0.84 25
0.81 16
0.82 28
0.75 16
0.75 20
0.67 27
0.70 20
0.86 29
0.78 23
0.96 25
0.88 34
0.83 23
0.84 32
0.67 12
0.59 22
0.78 18
0.77 22
0.77 30
0.67 12
0.74 27
0.92 12
0.86 14
0.86 7
0.67 15
0.96 24
0.81 16
0.82 39
0.79 34
0.72 40
0.77 22
0.68 22
0.81 27
0.70 20
1.00 18
0.81 16
0.79 14
0.64 22
0.83 12
0.81 16
0.81 27
0.81 37
0.75 8
0.81 16
0.85 13
0.83 23
0.80 20
0.83 24
0.83 29
0.86 21
0.89 19
0.90 41
0.76 29
0.75 12
0.89 18
0.75 8
0.78 9
0.88 17
0.91 22
0.82 38
0.85 26
0.88 17
0.88 17
0.83 6
0.62 8
0.75 12
0.84 44
1.00 11
0.94 16
0.85 20
0.76 17
0.81 21
0.84 19
0.96 27
0.87 15
0.81 26
0.95 19
0.88 8
0.80 15
0.79 24
0.96 23
0.83 23
0.85 20
1.00 9
0.91 22
0.76 21
0.84 19
0.85 34
0.81 26
0.81 47
0.88 17
0.89 9
0.79 14
0.65 20
1.00 4
0.70 30
0.73 15
0.89 9
0.93 14
0.85 34
0.89 28
0.73 26
0.94 17
0.86 7
0.79 24
0.85 13
0.90 21
0.77 13
0.80 15
0.90 10
0.82 17
0.75 4
0.89 19
1.00 6
0.93 29
0.68 22
0.60 10
0.80 15
0.86 29
0.77 13
0.89 18
0.79 24
1.00 15
0.88 16
0.82 28
0.86 14
0.93 15
1.00 5
0.85 27
0.91 11
0.89 18
0.88 16
0.90 21
0.73 37
0.86 28
0.91 11
0.75 48
0.80 20
0.85 27
0.91 35
0.84 38
0.88 8
0.96 24
0.79 14
0.94 17
0.75 20
0.81 32
0.89 27
0.89 18
0.94 35
0.88 26
0.87 15
0.70 20
0.86 22
0.74 19
0.84 37
0.96 26
0.94 17
0.91 23
0.71 28
0.89 19
0.88 34
0.89 35
0.98 41
0.72 25
0.79 33
0.76 17
1.00 15
1.00 17
0.79 19
0.83 6
0.94 35
0.81 31
0.88 8
0.96 28
0.80 44
0.73 41
0.68 19
0.86 14
0.67 12
0.69 13
0.85 13
0.91 11
0.79 19
0.79 14
0.83 29
0.90 29
0.84 19
0.88 33
0.90 10
0.91 11
0.92 38
0.82 17
0.82 28
0.88 24
0.69 16
0.89 18
0.83 30
0.85 26
0.75 8
1.00 13
0.87 39
1.00 12
0.84 45
0.82 17
0.93 14
0.82 34
0.74 23
1.00 8
0.00 2
0.95 19
0.86 28
0.80 20
0.81 32
0.74 35
0.69 13
0.76 25
0.88 16
1.00 21
0.84 19
0.88 16
0.78 36
0.00 1
0.89 28
0.77 26
0.81 16
0.88 25
0.94 18
0.89 19
0.85 20
0.71 14
0.78 23
0.86 35
0.74 23
0.75 28
0.96 25
0.90 31
0.84 25
0.94 33
0.90 10
0.75 40
0.75 12
0.89 28
0.95 22
0.90 20
0.76 29
0.90 30
0.85 33
0.82 33
1.00 9
0.79 19
0.81 27
0.83 35
0.69 13
0.82 22
0.75 16
0.73 26
0.50 2
0.96 28
0.75 16
0.79 19
0.73 15
0.88 32
0.84 19
0.97 35
0.84 19
0.79 28
0.83 12
1.00 16
0.81 27
0.83 30
0.90 10
0.80 30
0.76 17
0.95 22
0.72 18
0.78 27
0.90 10
0.88 25
0.83 18
0.68 31
0.94 33
0.80 15
0.79 19
0.96 24
0.86 21
0.72 18
0.73 22
0.62 16
0.67 30
0.57 23
0.71 14
0.80 20
0.78 23
0.91 23
0.75 28
0.83 18
0.75 28
0.68 25
0.75 24
0.81 27
0.89 44
0.68 22
0.69 26
0.73 15
0.82 34
0.80 5
0.79 34
0.89 18
0.79 29
0.75 28
0.80 41
0.93 28
1.00 12
0.87 15
0.85 20
0.81 16
0.75 12
0.81 21
1.00 12
0.80 10
0.89 36
0.85 26
0.92 26
0.74 35
0.90 20
0.91 34
0.79 24
0.86 37
0.73 33
0.79 28
0.77 13
0.76 17
0.86 35
0.92 24
0.88 34
0.74 43
0.83 30
0.88 25
0.80 25
0.84 25
0.75 20
0.84 31
0.79 28
0.80 20
0.79 34
0.77 31
0.87 38
0.82 11
0.86 14
0.92 24
0.80 15
0.88 26
0.81 21
0.80 35
0.87 23
0.93 15
0.83 18
0.83 35
0.81 42
0.87 15
0.68 28
0.75 28
0.40 10
0.75 16
0.82 28
0.83 30
0.73 11
0.95 21
0.91 11
1.00 6
0.85 39
0.91 23
0.80 30
0.75 12
0.82 34
0.92 12
0.78 23
0.75 20
0.86 29
0.92 26
0.80 10
0.93 30
0.91 33
0.75 20
1.00 9
0.76 33
0.83 24
1.00 6
0.75 12
0.79 19
0.83 35
0.83 29
0.70 33
0.90 10
0.89 9
0.90 31
0.88 26
0.78 36
0.90 29
0.73 37
0.86 21
0.88 25
0.81 32
0.68 44
0.84 25
0.88 16
0.86 14
0.92 26
0.94 17
0.58 12
0.81 16
1.00 5
0.82 33
0.86 22
0.79 19
0.89 19
0.89 18
0.88 49
0.82 11
1.00 4
0.82 39
0.79 28
0.85 33
0.96 23
0.84 25
0.76 21
0.73 11
0.88 16
1.00 7
0.75 36
0.58 12
0.82 28
0.83 41
1.00 6
0.85 34
0.86 21
0.92 12
0.75 16
0.83 18
0.95 22
0.95 20
0.87 23
1.00 14
0.83 12
0.88 16
0.73 11
0.90 21
0.83 23
0.86 37
0.87 15
0.73 37
0.87 15
0.80 35
0.72 40
0.67 30
0.64 25
1.00 14
0.73 33
0.73 22
0.88 25
0.81 31
0.77 13
0.86 7
0.86 29
0.74 19
0.94 17
0.76 17
0.92 12
0.67 52
0.83 6
0.72 25
0.70 23
0.81 21
0.81 21
0.73 22
0.78 18
0.82 22
0.87 30
1.00 6
0.87 38
0.79 39
0.75 12
0.50 4
0.86 37
0.84 31
0.73 11
0.87 30
0.93 27
0.74 39
0.92 13
0.94 31
0.82 22
0.82 17
0.74 31
0.82 28
0.79 14
0.82 22
0.81 21
0.80 41
0.93 28
0.62 16
0.87 30
0.84 31
0.75 4
0.60 10
0.81 27
0.89 46
0.77 13
0.79 28
0.79 24
0.88 17
0.82 34
0.85 26
0.80 35
0.89 57
0.85 27
0.75 16
0.82 33
0.75 20
0.82 17
0.67 6
0.85 13
0.78 9
0.80 10
0.78 23
0.79 28
0.80 10
0.76 21
0.75 20
0.91 11
0.77 26
0.82 22
0.69 13
0.87 23
0.94 16
0.81 26
0.96 26
0.88 26
0.77 31
0.75 12
0.73 15
0.76 25
0.82 22
0.86 21
0.83 18
0.92 13
0.67 12
0.75 8
0.79 24
0.91 11
0.89 9
0.62 16
0.75 4
0.80 10
0.67 6
0.93 14
0.67 15
0.74 27
0.72 25
0.82 22
0.93 27
0.79 24
0.60 15
0.86 22
0.76 34
0.89 19
0.86 21
0.84 38
0.86 21
0.76 17
0.81 27
0.86 28
0.87 31
0.86 35
0.84 25
0.79 19
0.80 15
0.83 24
0.67 15
0.87 15
0.75 28
0.78 23
0.80 10
0.80 20
0.88 33
0.93 43
0.90 30
0.87 38
0.86 28
0.89 37
0.96 24
0.73 15
1.00 13
0.84 19
0.94 16
0.83 24
1.00 21
0.77 13
0.91 11
0.96 25
0.97 29
0.73 15
0.77 35
1.00 10
1.00 15
0.90 20
0.94 32
0.89 18
0.88 17
0.95 22
0.95 21
0.81 16
0.89 19
0.86 28
0.81 16
0.95 19
0.67 12
0.92 13
0.93 14
0.94 16
0.75 16
0.81 27
0.84 19
0.92 26
0.93 14
0.89 35
0.80 60
0.76 34
0.88 26
0.81 32
0.97 38
0.85 27
0.94 18
0.64 14
0.80 10
0.75 8
0.74 19
0.88 26
1.00 8
0.91 23
0.83 24
0.70 10
0.83 24
0.67 9
0.83 18
0.81 37
0.93 14
0.79 33
0.82 17
0.74 23
1.00 7
0.93 27
0.84 19
0.94 16
0.90 10
0.85 13
0.82 33
0.86 28
0.50 6
0.84 32
0.62 21
0.67 9
0.83 30
0.89 35
0.80 15
0.93 15
0.71 17
0.80 41
0.67 6
0.65 17
0.84 25
0.94 17
0.92 24
0.94 34
0.84 19
0.88 8
0.74 31
0.64 14
0.74 23
0.90 10
0.79 14
0.73 26
0.61 23
0.50 8
0.85 20
0.75 32
0.84 25
0.80 15
0.93 14
0.72 25
0.80 30
1.00 6
0.85 41
0.88 17
0.88 17
0.87 23
0.69 26
0.88 33
0.83 29
0.76 17
0.77 22
0.71 14
1.00 13
0.80 15
0.83 12
0.81 36
0.82 11
0.76 42
0.85 27
0.78 27
1.00 9
0.92 13
0.93 15
0.88 16
0.67 3
1.00 1
0.96 27
0.84 44
0.95 21
0.86 22
0.79 28
1.00 35
0.92 13
0.86 14
0.88 17
0.90 10
0.92 26
0.87 39
0.61 23
0.91 35
0.84 32
0.77 43
0.40 5
0.75 40
0.94 16
0.84 25
0.86 43
0.87 23
0.75 20
0.80 30
0.91 22
0.77 13
0.89 18
0.93 27
1.00 6
0.75 12
0.89 28
0.92 12
0.87 30
0.89 19
1.00 12
0.82 11
0.88 43
0.83 12
0.89 27
0.62 13
0.72 18
0.94 17
0.82 22
0.88 17
0.91 23
0.96 24
0.87 23
1.00 4
0.94 18
0.88 24
0.88 32
0.82 22
0.68 22
0.93 28
0.69 13
0.83 12
0.61 31
0.80 15
0.75 16
0.70 10
0.81 26
0.85 26
0.93 27
0.82 17
0.79 24
0.88 24
0.75 20
0.82 34
0.67 9
0.82 22
0.95 22
0.90 48
0.89 19
0.83 23
0.78 36
0.84 32
0.88 33
0.80 35
0.81 31
0.91 35
0.87 23
0.87 38
0.81 16
0.88 40
1.00 29
0.86 14
0.78 9
0.80 20
0.85 27
0.75 16
0.86 22
0.79 28
0.84 25
0.95 20
0.72 32
0.86 28
0.69 16
0.76 29
0.78 32
0.91 22
0.88 17
0.89 19
0.95 20
0.91 11
0.89 18
0.87 15
1.00 26
0.94 16
0.88 25
1.00 10
1.00 13
0.92 24
0.73 15
0.81 16
0.90 20
0.85 13
0.86 22
0.82 33
1.00 11
0.80 30
0.82 17
0.73 33
0.87 23
0.84 49
0.84 31
0.93 28
0.82 11
0.86 28
0.92 13
0.61 23
0.74 19
1.00 24
0.88 25
0.95 20
0.94 18
0.86 22
0.76 25
0.80 15
0.93 42
0.88 32
1.00 16
0.88 17
0.88 33
0.94 16
1.00 15
0.89 37
0.88 33
0.76 21
0.64 14
0.72 18
1.00 28
0.95 37
0.86 21
0.79 19
0.80 30
0.92 37
0.67 36
0.80 5
0.68 34
0.82 34
0.91 22
0.74 35
0.77 13
0.79 19
0.86 21
0.81 26
0.68 19
0.79 14
0.70 40
0.77 35
0.75 28
0.78 32
0.81 27
0.76 17
0.91 22
0.60 10
0.68 28
0.68 22
0.73 11
0.86 14
0.83 29
0.67 9
0.80 15
0.75 24
0.56 9
0.60 10
0.56 32
0.67 9
0.73 15
0.71 28
0.95 19
0.73 15
0.84 31
0.33 9
0.71 7
0.84 19
0.91 34
0.73 30
0.72 18
0.85 26
0.57 23
0.91 22
0.96 23
0.80 10
0.83 36
0.75 24
0.94 16
0.67 45
0.76 21
0.89 27
0.88 32
0.86 22
0.78 9
0.78 23
0.85 20
0.80 20
0.81 31
0.89 28
0.80 25
0.86 21
0.72 29
0.87 30
0.78 18
0.88 34
0.83 41
1.00 18
0.80 25
0.79 14
0.78 18
0.89 19
0.81 42
1.00 8
0.93 15
0.81 32
1.00 1
0.79 28
0.82 17
0.88 16
0.71 14
0.76 17
0.83 30
0.76 42
0.68 22
0.91 44
0.93 28
0.73 15
0.90 30
0.83 54
0.83 23
0.76 25
0.83 41
0.80 35
0.88 16
0.83 29
0.71 7
0.92 13
0.83 35
0.88 34
0.83 12
0.79 29
0.87 39
0.79 28
0.83 30
0.75 20
0.75 28
0.91 11
0.91 34
0.85 13
0.88 16
0.84 37
0.81 37
0.62 8
0.89 18
0.83 18
0.83 23
0.76 21
0.75 4
0.84 32
0.79 24
0.82 11
1.00 15
0.90 10
0.80 40
0.84 19
0.87 23
0.76 21
0.71 7
0.79 24
0.83 23
0.81 31
1.00 10
0.68 25
0.91 11
0.83 35
0.85 20
0.82 17
0.82 22
0.89 38
0.62 8
1.00 15
0.89 9
0.81 26
0.71 17
0.85 20
0.88 8
0.88 16
0.91 11
0.91 11
0.77 13
0.71 24
0.87 23
0.93 15
0.86 28
0.81 16
0.83 24
0.71 7
0.88 32
0.92 12
0.00 3
0.33 3
0.60 5
1.00 6
0.86 22
0.88 8
0.95 21
0.74 19
0.90 21
0.95 20
0.82 11
0.91 23
0.94 16
0.88 17
0.81 21
0.88 25
0.87 15
0.00 3
0.50 2
0.90 10
0.92 13
0.84 32
0.92 12
0.80 10
0.82 22
0.91 22
0.62 8
0.96 26
0.93 15
0.96 23
0.94 18
0.80 15
0.33 3
0.67 3
0.70 10
0.75 16
0.88 32
0.81 16
0.83 12
0.72 18
0.88 16
0.81 16
0.78 23
0.76 29
0.73 11
0.80 10
0.83 12
0.85 20
0.67 24
0.67 3
0.83 24
0.88 26
1.00 15
0.95 19
0.84 25
0.87 15
0.76 21
0.91 11
0.86 7
0.53 15
0.79 28
0.86 28
0.81 27
0.72 25
0.81 21
0.64 22
0.82 17
0.74 19
0.70 27
0.94 16
0.92 12
0.67 9
0.43 7
0.78 9
0.81 37
0.89 19
1.00 5
0.80 15
0.67 12
0.81 36
0.75 12
0.50 18
0.80 10
0.73 30
0.67 15
1.00 2
1.00 2
0.93 14
0.80 15
0.76 25
0.76 33
0.83 41
0.71 17
0.72 18
0.62 16
1.00 9
0.78 27
0.83 23
0.90 29
0.91 34
0.86 22
0.89 18
0.80 10
0.76 33
0.70 37
0.77 22
0.60 15
1.00 2
0.88 34
0.61 23
0.83 30
0.82 34
0.74 31
0.85 26
0.78 9
0.77 35
0.60 10
0.62 13
0.88 16
0.78 23
0.78 50
0.81 36
0.81 21
0.70 10
0.74 23
0.84 19
0.83 30
0.80 15
0.71 42
0.80 25
0.74 23
0.86 21
0.82 33
0.89 19
0.62 21
0.80 25
0.93 14
0.50 2
0.80 15
0.83 12
0.33 3
0.90 20
0.86 22
0.79 24
0.75 4
0.78 18
0.67 12
0.86 28
0.79 34
0.84 19
0.88 24
0.79 34
0.73 15
0.54 13
0.80 20
0.94 17
0.89 27
0.86 14
1.00 8
0.62 21
0.87 23
0.71 7
0.92 26
0.83 35
0.93 28
0.73 11
0.71 14
0.88 24
0.74 19
1.00 8
0.90 21
0.93 14
0.75 24
1.00 12
0.69 16
0.91 33
0.81 21
0.76 17
0.87 31
0.90 40
0.92 12
0.77 26
0.89 19
0.85 27
1.00 6
0.55 11
0.71 14
0.85 27
0.79 19
0.86 29
0.82 22
0.72 25
0.73 15
0.94 17
0.81 53
1.00 21
0.88 8
0.80 30
0.85 33
0.77 22
0.91 35
0.79 19
0.76 17
1.00 14
0.68 25
0.86 14
0.71 14
0.96 24
0.81 26
0.91 11
1.00 3
1.00 21
0.67 12
0.90 20
1.00 8
0.90 39
0.90 10
0.94 17
0.90 29
1.00 7
0.94 17
0.78 9
0.90 20
0.83 18
0.82 33
0.76 45
0.71 21
1.00 3
0.89 19
0.86 7
0.50 2
1.00 2
0.67 15
1.00 11
0.63 19
0.94 31
0.86 28
0.90 10
0.67 18
0.91 11
0.91 32
0.94 34
0.94 18
0.90 10
0.89 18
1.00 8
0.88 17
0.83 23
1.00 2
0.76 34
0.92 13
0.93 14
0.67 9
0.79 14
0.57 7
0.80 10
0.82 28
0.85 13
0.50 2
0.92 25
0.80 10
0.69 13
0.83 12
0.80 10
0.88 16
0.83 12
0.83 18
1.00 5
0.94 16
0.90 21
1.00 2
0.74 19
0.76 17
0.89 9
0.57 7
1.00 9
0.94 17
0.90 10
0.56 9
0.85 20
0.73 11
1.00 12
0.67 12
0.50 6
0.89 18
0.78 9
0.67 6
0.67 3
0.92 12
0.78 27
0.74 23
0.93 15
0.83 12
1.00 9
1.00 7
0.73 15
1.00 20
0.57 7
0.87 15
0.82 22
0.82 22
0.87 15
0.67 3
0.75 20
0.79 14
0.88 40
0.91 11
0.67 9
1.00 15
0.88 25
1.00 2
0.89 19
0.92 12
1.00 11
0.87 23
0.90 21
0.83 18
0.82 22
1.00 2
0.85 40
0.89 18
1.00 8
0.69 13
0.94 31
0.89 19
0.92 25
0.50 2
0.80 10
0.78 32
0.75 16
0.80 20
1.00 9
1.00 3
0.84 31
0.89 35
0.85 13
0.90 10
0.69 16
0.95 22
1.00 1
0.77 13
0.90 10
1.00 1
0.93 14
1.00 3
0.96 27
0.71 17
0.91 11
0.75 20
0.69 13
0.87 31
0.58 12
1.00 1
0.85 13
0.92 12
0.00 2
0.79 19
0.80 5
1.00 6
0.80 15
0.82 11
0.86 7
0.73 15
0.50 6
1.00 11
0.83 18
0.89 19
1.00 14
0.84 19
0.78 9
1.00 1
0.86 29
0.86 29
0.77 44
0.69 13
0.89 9
0.71 7
0.69 13
0.89 9
0.89 36
0.72 18
0.50 2
1.00 2
0.81 31
0.74 23
0.75 20
0.81 37
0.90 20
0.80 30
0.57 7
0.79 43
0.82 28
0.84 51
0.79 14
0.77 43
0.74 34
0.78 18
0.75 4
0.67 3
0.92 13
0.67 3
0.67 9
0.83 18
0.79 24
0.71 21
0.81 16
0.74 23
0.70 33
0.89 18
0.67 15
0.83 29
0.85 27
0.91 23
0.91 11
0.96 23
0.84 25
0.85 13
0.95 21
0.80 25
0.89 18
0.75 12
0.89 37
0.88 16
0.92 36
0.86 37
0.95 22
0.86 21
0.88 8
0.81 21
0.92 12
0.82 28
0.75 12
0.80 15
0.79 19
0.90 10
0.86 29
0.90 10
0.94 18
0.89 27
0.78 9
0.95 22
0.79 14
0.80 15
0.91 22
0.78 18
0.81 31
1.00 8
0.90 20
0.88 17
0.64 14
0.87 23
0.75 4
0.94 17
0.86 35
1.00 16
0.94 16
0.84 25
0.88 26
0.81 16
0.95 22
0.82 17
0.87 15
0.95 20
0.91 33
1.00 6
0.95 22
0.76 17
0.90 10
1.00 4
0.91 34
0.89 9
0.82 11
0.88 8
0.70 44
0.67 6
1.00 14
0.84 19
0.89 54
1.00 4
0.77 22
0.80 5
0.92 13
0.90 20
0.62 16
1.00 4
1.00 1
0.75 4
0.86 14
0.75 8
0.90 10
0.95 57
0.93 28
0.91 23
0.85 26
0.83 6
1.00 18
0.88 26
0.80 10
1.00 57
0.88 25
0.90 20
1.00 18
0.92 13
0.90 39
1.00 5
1.00 13
0.75 16
1.00 4
0.97 36
1.00 4
1.00 7
0.67 18
0.86 21
0.86 7
0.81 31
0.74 19
0.70 10
0.81 16
0.89 35
0.82 17
1.00 11
0.86 28
0.86 14
0.93 15
1.00 7
0.91 33
0.91 11
0.91 35
0.76 25
0.89 27
0.91 22
0.93 42
0.76 29
0.77 26
0.81 21
0.81 26
0.79 19
0.62 8
0.90 21
0.83 18
0.80 20
0.96 27
0.90 31
1.00 12
0.93 41
0.91 33
0.74 19
0.82 11
0.90 20
0.88 16
0.88 16
0.82 33
0.80 5
1.00 15
0.75 12
0.87 30
0.75 20
0.67 27
0.86 21
0.86 14
0.93 45
0.76 21
0.88 32
0.67 15
0.67 24
0.85 46
0.68 19
0.83 29
0.84 32
0.69 16
0.67 15
0.85 20
0.93 14
0.83 29
0.82 34
0.73 11
0.62 8
0.90 10
0.70 23
0.91 22
1.00 2
0.88 25
0.83 18
0.96 25
1.00 9
0.78 23
0.93 15
0.81 36
0.88 17
0.79 19
0.94 17
0.72 25
0.75 28
0.86 21
0.79 19
0.81 26
0.88 26
0.89 47
0.83 18
0.76 49
0.81 32
0.83 24
1.00 4
0.89 9
0.75 32
0.83 12
0.83 52
0.94 32
0.94 31
0.90 42
0.92 25
0.83 36
0.89 28
0.81 16
0.90 31
0.81 37
0.82 38
1.00 2
0.85 46
0.78 27
0.74 19
1.00 9
0.87 38
0.89 19
0.88 32
0.91 22
1.00 8
0.70 10
1.00 6
0.87 15
0.67 12
0.87 15
0.76 17
0.92 12
1.00 10
0.78 9
0.90 10
0.92 13
1.00 8
0.78 9
1.00 16
0.94 17
0.94 18
0.83 35
0.88 17
0.95 22
0.90 21
0.83 12
0.79 19
0.95 21
0.83 18
0.76 25
0.86 36
0.93 29
0.56 9
0.90 29
0.94 17
0.80 10
0.82 17
0.76 21
0.78 32
0.82 22
0.84 19
0.86 22
0.88 16
0.89 19
0.94 17
0.81 42
0.85 26
0.57 14
0.80 30
0.80 25
0.70 23
0.88 24
0.86 36
0.85 13
0.73 15
0.69 16
0.80 5
0.90 21
0.77 13
0.93 14
0.82 11
0.89 9
0.94 16
0.81 32
0.90 20
0.91 11
0.85 27
0.86 14
0.83 29
0.90 31
0.78 23
0.83 6
1.00 5
0.82 22
0.83 12
0.57 7
1.00 3
0.80 10
0.64 14
0.89 37
0.93 15
0.68 19
0.72 18
0.78 23
0.86 29
0.72 18
0.84 31
0.76 17
0.77 13
0.83 24
0.63 19
0.75 24
0.60 5
0.73 45
0.69 16
0.74 27
0.92 37
1.00 13
0.93 27
0.86 14
0.67 3
0.87 15
0.78 18
0.83 12
1.00 7
0.72 18
0.89 9
0.89 9
0.90 20
0.71 28
0.58 19
0.78 18
0.85 20
0.75 36
0.79 14
0.97 37
0.86 28
0.90 10
0.74 35
0.70 27
0.71 21
0.71 7
0.83 35
0.82 22
0.84 19
0.82 38
0.78 18
0.85 47
0.83 35
1.00 4
0.83 29
0.84 19
0.85 13
0.89 18
0.73 15
0.85 13
0.83 12
0.90 40
0.58 12
0.78 23
0.87 39
0.93 28
0.79 14
0.00 1
0.50 2
0.86 22
0.93 14
0.88 16
0.95 22
0.89 9
0.83 24
0.88 8
0.83 23
0.83 18
0.84 43
0.93 14
0.95 21
0.89 28
0.81 32
0.85 20
0.92 13
0.82 22
0.88 24
0.74 19
0.84 19
0.95 22
0.83 18
0.89 19
0.87 31
0.90 29
0.79 14
0.90 10
0.89 19
0.89 37
0.82 17
0.75 20
0.84 25
0.83 24
0.85 26
0.96 26
1.00 14
0.95 22
0.81 54
0.96 27
0.80 10
1.00 11
1.00 22
0.89 18
0.33 3
0.81 21
0.82 17
0.81 26
0.92 37
0.78 9
0.75 12
0.81 16
0.76 41
0.78 18
0.83 35
0.91 22
0.65 26
0.87 23
0.83 12
0.79 29
0.86 36
0.75 16
0.86 22
0.89 28
0.88 8
0.83 18
0.85 20
0.85 27
0.83 6
0.84 25
0.83 29
1.00 12
0.81 32
0.91 11
0.83 24
0.91 22
0.78 9
0.50 4
0.87 15
0.87 23
0.83 23
0.90 20
0.60 5
0.74 19
0.80 10
0.95 19
0.78 18
0.91 11
0.86 21
0.79 19
0.89 9
0.83 18
0.88 25
0.89 9
0.81 21
1.00 3
0.67 3
0.50 4
0.88 24
1.00 27
0.71 17
0.88 24
0.70 30
0.90 30
0.84 25
0.84 32
0.89 18
0.61 18
0.93 40
1.00 11
0.88 17
0.84 25
0.77 30
1.00 7
0.87 30
0.83 6
0.87 15
0.89 28
0.60 15
0.83 23
0.88 16
0.82 22
0.89 19
0.78 9
0.93 43
0.81 21
0.76 17
0.86 14
0.80 10
0.89 9
0.68 22
0.89 28
0.73 22
0.80 20
0.82 17
0.83 6
0.75 12
0.90 20
0.80 15
